id,inspection_id,code,description,critical_flag
1844,731,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical
1845,243,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
1846,324,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
1847,547,04M,Live roaches in facility's food or non-food area.,Critical
1848,586,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1849,80,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
1850,416,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical
1851,979,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical
1852,691,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
1853,590,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
1854,505,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
1855,937,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
1856,817,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical
1857,729,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
1858,538,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical
1859,16,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
1860,373,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
1861,579,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
1862,886,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
1863,944,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer's refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical
1864,882,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1865,378,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
1866,859,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
1867,166,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
1868,830,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
1869,745,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
1870,552,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical
1871,525,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1872,125,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical
1873,644,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
